Date,Name of the Political Party,Denomination
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,100000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
12/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),10000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),10000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
12/Apr/2019,TELUGU DESAM PARTY,1000000.0
12/Apr/2019,TELUGU DESAM PARTY,1000000.0
12/Apr/2019,TELUGU DESAM PARTY,1000000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,1000000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,1000000.0
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,100000.0
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000.0
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000.0
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000.0
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000.0
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,100000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,100000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,100000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,100000.0
15/Apr/2019,BHARTIYA JANTA PARTY,100000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,100000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,BHARTIYA JANTA PARTY,1000000.0
15/Apr/2019,DMK PARTY IN PARLIAMENT,10000000.0
15/Apr/2019,DMK PARTY IN PARLIAMENT,10000000.0
15/Apr/2019,DMK PARTY IN PARLIAMENT,10000000.0
15/Apr/2019,DMK PARTY IN PARLIAMENT,10000000.0
15/Apr/2019,DMK PARTY IN PARLIAMENT,10000000.0
15/Apr/2019,DMK PARTY IN PARLIAMENT,10000000.0
15/Apr/2019,DMK PARTY IN PARLIAMENT,10000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,JANATA DAL ( SECULAR ),1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000.0
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),10000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,SHIVSENA (POLITICAL PARTY),1000000.0
15/Apr/2019,TELUGU DESAM PARTY,10000000.0
15/Apr/2019,TELUGU DESAM PARTY,10000000.0
15/Apr/2019,TELUGU DESAM PARTY,10000000.0
15/Apr/2019,TELUGU DESAM PARTY,10000000.0
15/Apr/2019,TELUGU DESAM PARTY,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,100000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,1000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
16/Apr/2019,BHARTIYA JANTA PARTY,10000000.0
